date,portfolio_value,cash_balance,total_pnl,total_pnl_percent,signals_count,predictions,positions_count,positions_by_symbol
2023-07-13T00:00:00,25533448.579619996,4921798.3996199975,15533448.57962,155.3344857962,20,{},5,"{'SBER': {'quantity': 12294.0, 'average_price': 133.4827968683911, 'current_price': 202.16, 'unrealized_pnl': 844317.5352999999, 'market_value': 2485355.04}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 5996.7, 'unrealized_pnl': 828356.4720000001, 'market_value': 2386686.6}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1552.55, 'unrealized_pnl': 980060.4945, 'market_value': 2724725.25}, 'GAZP': {'quantity': 581.0, 'average_price': 199.8983803786575, 'current_price': 152.69, 'unrealized_pnl': -27428.069000000003, 'market_value': 88712.89}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 107.12, 'unrealized_pnl': 12908142.146820001, 'market_value': 12926170.4}}"
2023-07-14T00:00:00,24592511.924769998,5097020.444769998,14592511.924770001,145.92511924770002,20,{},5,"{'SBER': {'quantity': 11065.0, 'average_price': 133.51050316764574, 'current_price': 207.29, 'unrealized_pnl': 816370.1324499999, 'market_value': 2293663.85}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 6025.0, 'unrealized_pnl': 839619.872, 'market_value': 2397950.0}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1552.2, 'unrealized_pnl': 979446.2445, 'market_value': 2724111.0}, 'GAZP': {'quantity': 523.0, 'average_price': 200.11988718929254, 'current_price': 151.31, 'unrealized_pnl': -25527.570999999996, 'market_value': 79135.13}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 99.45, 'unrealized_pnl': 11982603.246820001, 'market_value': 12000631.5}}"
2023-07-15T00:00:00,24813039.041869998,5254667.381869998,14813039.041870002,148.13039041870002,20,{},5,"{'SBER': {'quantity': 9959.0, 'average_price': 133.5412825032634, 'current_price': 209.39, 'unrealized_pnl': 755377.3775499996, 'market_value': 2085315.0099999998}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 6096.71, 'unrealized_pnl': 868160.452, 'market_value': 2426490.58}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1511.24, 'unrealized_pnl': 907561.4445000002, 'market_value': 2652226.2}, 'GAZP': {'quantity': 471.0, 'average_price': 200.36485987261148, 'current_price': 156.97, 'unrealized_pnl': -20438.979000000007, 'market_value': 73932.87}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 102.1, 'unrealized_pnl': 12302378.746820001, 'market_value': 12320407.0}}"
2023-07-16T00:00:00,24611145.642119996,5396535.912119998,14611145.64212,146.1114564212,20,{},5,"{'SBER': {'quantity': 8964.0, 'average_price': 133.5754628737171, 'current_price': 205.98, 'unrealized_pnl': 649034.2707999998, 'market_value': 1846404.72}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 5979.7, 'unrealized_pnl': 821590.4720000001, 'market_value': 2379920.6}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1464.51, 'unrealized_pnl': 825550.2944999998, 'market_value': 2570215.05}, 'GAZP': {'quantity': 424.0, 'average_price': 200.63797641509433, 'current_price': 156.34, 'unrealized_pnl': -18782.34199999999, 'market_value': 66288.16}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 102.36, 'unrealized_pnl': 12333752.94682, 'market_value': 12351781.2}}"
2023-07-17T00:00:00,24629718.76572,5524224.835719998,14629718.765720002,146.29718765720003,20,{},5,"{'SBER': {'quantity': 8068.0, 'average_price': 133.61345656916214, 'current_price': 201.99, 'unrealized_pnl': 551661.9523999998, 'market_value': 1629655.32}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 6143.23, 'unrealized_pnl': 886675.412, 'market_value': 2445005.54}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1521.07, 'unrealized_pnl': 924813.0945000001, 'market_value': 2669477.85}, 'GAZP': {'quantity': 382.0, 'average_price': 200.93890052356022, 'current_price': 148.26, 'unrealized_pnl': -20123.340000000004, 'market_value': 56635.32}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 101.97, 'unrealized_pnl': 12286691.646820001, 'market_value': 12304719.9}}"
2023-07-18T00:00:00,24455979.823819995,5639131.153819998,14455979.82382,144.5597982382,20,{},5,"{'SBER': {'quantity': 7262.0, 'average_price': 133.65564410630682, 'current_price': 206.71, 'unrealized_pnl': 530520.7324999998, 'market_value': 1501128.02}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 5962.9, 'unrealized_pnl': 814904.0719999997, 'market_value': 2373234.1999999997}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1496.33, 'unrealized_pnl': 881394.3944999999, 'market_value': 2626059.15}, 'GAZP': {'quantity': 344.0, 'average_price': 201.27448255813954, 'current_price': 153.3, 'unrealized_pnl': -16503.222, 'market_value': 52735.200000000004}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 101.63, 'unrealized_pnl': 12245663.84682, 'market_value': 12263692.1}}"
2023-07-19T00:00:00,24999275.921319995,4897672.881319997,14999275.92132,149.9927592132,20,{},5,"{'SBER': {'quantity': 12872.0, 'average_price': 133.5296918893723, 'current_price': 216.8, 'unrealized_pnl': 1071855.406, 'market_value': 2790649.6}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 5936.18, 'unrealized_pnl': 804269.5120000001, 'market_value': 2362599.64}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1506.24, 'unrealized_pnl': 898786.4445000002, 'market_value': 2643451.2}, 'GAZP': {'quantity': 310.0, 'average_price': 201.64447741935484, 'current_price': 152.4, 'unrealized_pnl': -15265.788, 'market_value': 47244.0}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 101.58, 'unrealized_pnl': 12239630.34682, 'market_value': 12257658.6}}"
2023-07-20T00:00:00,25278610.292319994,4903807.812319997,15278610.29232,152.78610292320002,20,{},5,"{'SBER': {'quantity': 12872.0, 'average_price': 133.5296918893723, 'current_price': 206.38, 'unrealized_pnl': 937729.1659999997, 'market_value': 2656523.36}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 5945.26, 'unrealized_pnl': 807883.352, 'market_value': 2366213.48}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1573.14, 'unrealized_pnl': 1016195.9445000002, 'market_value': 2760860.7}, 'GAZP': {'quantity': 279.0, 'average_price': 202.0604193548387, 'current_price': 153.16, 'unrealized_pnl': -13643.216999999997, 'market_value': 42731.64}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 103.99, 'unrealized_pnl': 12530445.04682, 'market_value': 12548473.299999999}}"
2023-07-21T00:00:00,25412086.409319997,4909151.139319996,15412086.40932,154.1208640932,20,{},5,"{'SBER': {'quantity': 12872.0, 'average_price': 133.5296918893723, 'current_price': 207.11, 'unrealized_pnl': 947125.7260000003, 'market_value': 2665919.9200000004}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 6279.85, 'unrealized_pnl': 941050.1720000003, 'market_value': 2499380.3000000003}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1514.61, 'unrealized_pnl': 913475.7944999998, 'market_value': 2658140.55}, 'GAZP': {'quantity': 252.0, 'average_price': 202.50607142857143, 'current_price': 156.0, 'unrealized_pnl': -11719.529999999999, 'market_value': 39312.0}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 104.75, 'unrealized_pnl': 12622154.246820001, 'market_value': 12640182.5}}"
2023-07-22T00:00:00,25601488.79432,4914098.664319997,15601488.794320002,156.01488794320002,20,{},5,"{'SBER': {'quantity': 12872.0, 'average_price': 133.5296918893723, 'current_price': 211.46, 'unrealized_pnl': 1003118.926, 'market_value': 2721913.12}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 6292.18, 'unrealized_pnl': 945957.5120000001, 'market_value': 2504287.64}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1547.48, 'unrealized_pnl': 971162.6444999999, 'market_value': 2715827.4}, 'GAZP': {'quantity': 227.0, 'average_price': 203.01323788546253, 'current_price': 149.71, 'unrealized_pnl': -12099.835, 'market_value': 33984.17}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 105.34, 'unrealized_pnl': 12693349.546820002, 'market_value': 12711377.8}}"
2023-07-23T00:00:00,24521127.944319997,4914098.664319997,14521127.94432,145.2112794432,20,{},5,"{'SBER': {'quantity': 12872.0, 'average_price': 133.5296918893723, 'current_price': 197.54, 'unrealized_pnl': 823940.6859999998, 'market_value': 2542734.88}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 6086.39, 'unrealized_pnl': 864053.0920000002, 'market_value': 2422383.22}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1524.96, 'unrealized_pnl': 931640.0445000003, 'market_value': 2676304.8000000003}, 'GAZP': {'quantity': 227.0, 'average_price': 203.01323788546253, 'current_price': 159.34, 'unrealized_pnl': -9913.824999999997, 'market_value': 36170.18}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 98.86, 'unrealized_pnl': 11911407.94682, 'market_value': 11929436.2}}"
2023-07-24T00:00:00,25105960.624319997,4914098.664319997,15105960.62432,151.0596062432,20,{},5,"{'SBER': {'quantity': 12872.0, 'average_price': 133.5296918893723, 'current_price': 201.71, 'unrealized_pnl': 877616.926, 'market_value': 2596411.12}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 6176.11, 'unrealized_pnl': 899761.6519999998, 'market_value': 2458091.78}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1539.44, 'unrealized_pnl': 957052.4445000002, 'market_value': 2701717.2}, 'GAZP': {'quantity': 227.0, 'average_price': 203.01323788546253, 'current_price': 151.48, 'unrealized_pnl': -11698.044999999998, 'market_value': 34385.96}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 102.77, 'unrealized_pnl': 12383227.646820001, 'market_value': 12401255.9}}"
2023-07-25T00:00:00,24998883.744319994,4914098.664319997,14998883.744320001,149.98883744320003,20,{},5,"{'SBER': {'quantity': 12872.0, 'average_price': 133.5296918893723, 'current_price': 208.64, 'unrealized_pnl': 966819.8859999995, 'market_value': 2685614.0799999996}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 6112.23, 'unrealized_pnl': 874337.412, 'market_value': 2432667.54}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1558.41, 'unrealized_pnl': 990344.7945000003, 'market_value': 2735009.5500000003}, 'GAZP': {'quantity': 227.0, 'average_price': 203.01323788546253, 'current_price': 150.53, 'unrealized_pnl': -11913.695, 'market_value': 34170.31}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 101.08, 'unrealized_pnl': 12179295.34682, 'market_value': 12197323.6}}"
2023-07-26T00:00:00,25006904.914319996,4914098.664319997,15006904.914320001,150.0690491432,20,{},5,"{'SBER': {'quantity': 12872.0, 'average_price': 133.5296918893723, 'current_price': 203.26, 'unrealized_pnl': 897568.5259999996, 'market_value': 2616362.7199999997}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 6468.87, 'unrealized_pnl': 1016280.1319999998, 'market_value': 2574610.26}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1540.96, 'unrealized_pnl': 959720.0445000003, 'market_value': 2704384.8000000003}, 'GAZP': {'quantity': 227.0, 'average_price': 203.01323788546253, 'current_price': 154.71, 'unrealized_pnl': -10964.835, 'market_value': 35119.17}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 100.79, 'unrealized_pnl': 12144301.046820002, 'market_value': 12162329.3}}"
2023-07-27T00:00:00,24924290.674319997,4914098.664319997,14924290.674320001,149.24290674320002,20,{},5,"{'SBER': {'quantity': 12872.0, 'average_price': 133.5296918893723, 'current_price': 207.46, 'unrealized_pnl': 951630.926, 'market_value': 2670425.12}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 6131.03, 'unrealized_pnl': 881819.8119999999, 'market_value': 2440149.94}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1530.04, 'unrealized_pnl': 940555.4444999998, 'market_value': 2685220.1999999997}, 'GAZP': {'quantity': 227.0, 'average_price': 203.01323788546253, 'current_price': 154.95, 'unrealized_pnl': -10910.355000000003, 'market_value': 35173.649999999994}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 100.93, 'unrealized_pnl': 12161194.846820002, 'market_value': 12179223.100000001}}"
2023-07-28T00:00:00,25172967.954319995,4914098.664319997,15172967.954320002,151.72967954320004,20,{},5,"{'SBER': {'quantity': 12872.0, 'average_price': 133.5296918893723, 'current_price': 206.84, 'unrealized_pnl': 943650.2859999998, 'market_value': 2662444.48}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 6050.16, 'unrealized_pnl': 849633.5520000001, 'market_value': 2407963.68}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1446.92, 'unrealized_pnl': 794679.8445000001, 'market_value': 2539344.6}, 'GAZP': {'quantity': 227.0, 'average_price': 203.01323788546253, 'current_price': 150.99, 'unrealized_pnl': -11809.274999999994, 'market_value': 34274.73}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 104.54, 'unrealized_pnl': 12596813.546820002, 'market_value': 12614841.8}}"
2023-07-29T00:00:00,24845511.044319995,4914098.664319997,14845511.04432,148.4551104432,20,{},5,"{'SBER': {'quantity': 12872.0, 'average_price': 133.5296918893723, 'current_price': 199.94, 'unrealized_pnl': 854833.486, 'market_value': 2573627.68}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 6209.75, 'unrealized_pnl': 913150.372, 'market_value': 2471480.5}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1518.51, 'unrealized_pnl': 920320.2944999998, 'market_value': 2664985.05}, 'GAZP': {'quantity': 227.0, 'average_price': 203.01323788546253, 'current_price': 153.55, 'unrealized_pnl': -11228.154999999992, 'market_value': 34855.850000000006}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 100.99, 'unrealized_pnl': 12168435.04682, 'market_value': 12186463.299999999}}"
2023-07-30T00:00:00,24387200.904319994,4914098.664319997,14387200.904320002,143.87200904320002,20,{},5,"{'SBER': {'quantity': 12872.0, 'average_price': 133.5296918893723, 'current_price': 201.91, 'unrealized_pnl': 880191.3259999999, 'market_value': 2598985.52}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 6118.24, 'unrealized_pnl': 876729.392, 'market_value': 2435059.52}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1524.28, 'unrealized_pnl': 930446.6444999999, 'market_value': 2675111.4}, 'GAZP': {'quantity': 227.0, 'average_price': 203.01323788546253, 'current_price': 153.4, 'unrealized_pnl': -11262.204999999994, 'market_value': 34821.8}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 97.2, 'unrealized_pnl': 11711095.746820001, 'market_value': 11729124.0}}"
2023-07-31T00:00:00,24830477.034319993,4914098.664319997,14830477.03432,148.3047703432,20,{},5,"{'SBER': {'quantity': 12872.0, 'average_price': 133.5296918893723, 'current_price': 202.85, 'unrealized_pnl': 892291.0059999996, 'market_value': 2611085.1999999997}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 6034.95, 'unrealized_pnl': 843579.9720000001, 'market_value': 2401910.1}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1542.66, 'unrealized_pnl': 962703.5445000003, 'market_value': 2707368.3000000003}, 'GAZP': {'quantity': 227.0, 'average_price': 203.01323788546253, 'current_price': 153.71, 'unrealized_pnl': -11191.835, 'market_value': 34892.17}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 100.78, 'unrealized_pnl': 12143094.34682, 'market_value': 12161122.6}}"
2023-08-01T00:00:00,25318986.834319994,4914098.664319997,15318986.834320001,153.1898683432,20,{},5,"{'SBER': {'quantity': 12872.0, 'average_price': 133.5296918893723, 'current_price': 205.37, 'unrealized_pnl': 924728.446, 'market_value': 2643522.64}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 6209.02, 'unrealized_pnl': 912859.8319999999, 'market_value': 2471189.96}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1507.56, 'unrealized_pnl': 901103.0444999998, 'market_value': 2645767.8}, 'GAZP': {'quantity': 227.0, 'average_price': 203.01323788546253, 'current_price': 151.51, 'unrealized_pnl': -11691.235, 'market_value': 34392.77}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 104.5, 'unrealized_pnl': 12591986.746820001, 'market_value': 12610015.0}}"
2023-08-02T00:00:00,25727648.844319995,4914098.664319997,15727648.844320001,157.2764884432,20,{},5,"{'SBER': {'quantity': 12872.0, 'average_price': 133.5296918893723, 'current_price': 201.77, 'unrealized_pnl': 878389.2459999998, 'market_value': 2597183.44}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 6229.69, 'unrealized_pnl': 921086.4919999996, 'market_value': 2479416.6199999996}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1534.24, 'unrealized_pnl': 947926.4445000002, 'market_value': 2692591.2}, 'GAZP': {'quantity': 227.0, 'average_price': 203.01323788546253, 'current_price': 153.86, 'unrealized_pnl': -11157.784999999996, 'market_value': 34926.22}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 107.81, 'unrealized_pnl': 12991404.446820002, 'market_value': 13009432.700000001}}"
2023-08-03T00:00:00,25009099.864319995,4914098.664319997,15009099.86432,150.0909986432,20,{},5,"{'SBER': {'quantity': 12872.0, 'average_price': 133.5296918893723, 'current_price': 205.55, 'unrealized_pnl': 927045.406, 'market_value': 2645839.6}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 6062.7, 'unrealized_pnl': 854624.4720000001, 'market_value': 2412954.6}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1560.45, 'unrealized_pnl': 993924.9945, 'market_value': 2738589.75}, 'GAZP': {'quantity': 227.0, 'average_price': 203.01323788546253, 'current_price': 149.45, 'unrealized_pnl': -12158.855000000003, 'market_value': 33925.149999999994}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 101.63, 'unrealized_pnl': 12245663.84682, 'market_value': 12263692.1}}"
2023-08-04T00:00:00,25121935.424319994,4914098.664319997,15121935.424320001,151.2193542432,20,{},5,"{'SBER': {'quantity': 12872.0, 'average_price': 133.5296918893723, 'current_price': 205.72, 'unrealized_pnl': 929233.6459999997, 'market_value': 2648027.84}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 6261.54, 'unrealized_pnl': 933762.7919999999, 'market_value': 2492092.92}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1523.82, 'unrealized_pnl': 929639.3445000001, 'market_value': 2674304.1}, 'GAZP': {'quantity': 227.0, 'average_price': 203.01323788546253, 'current_price': 151.5, 'unrealized_pnl': -11693.504999999997, 'market_value': 34390.5}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 102.42, 'unrealized_pnl': 12340993.146820001, 'market_value': 12359021.4}}"
2023-08-05T00:00:00,25046462.014319997,4914098.664319997,15046462.014320001,150.46462014320002,20,{},5,"{'SBER': {'quantity': 12872.0, 'average_price': 133.5296918893723, 'current_price': 201.3, 'unrealized_pnl': 872339.406, 'market_value': 2591133.6}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 6101.7, 'unrealized_pnl': 870146.4720000001, 'market_value': 2428476.6}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1539.69, 'unrealized_pnl': 957491.1945000002, 'market_value': 2702155.95}, 'GAZP': {'quantity': 227.0, 'average_price': 203.01323788546253, 'current_price': 158.1, 'unrealized_pnl': -10195.305, 'market_value': 35888.7}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 102.55, 'unrealized_pnl': 12356680.246820001, 'market_value': 12374708.5}}"
2023-08-06T00:00:00,24937541.334319998,4914098.664319997,14937541.334320001,149.37541334320002,20,{},5,"{'SBER': {'quantity': 12872.0, 'average_price': 133.5296918893723, 'current_price': 199.57, 'unrealized_pnl': 850070.8459999999, 'market_value': 2568865.04}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 6117.29, 'unrealized_pnl': 876351.2919999999, 'market_value': 2434681.42}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1589.9, 'unrealized_pnl': 1045609.7445, 'market_value': 2790274.5}, 'GAZP': {'quantity': 227.0, 'average_price': 203.01323788546253, 'current_price': 158.23, 'unrealized_pnl': -10165.794999999998, 'market_value': 35918.21}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 101.05, 'unrealized_pnl': 12175675.246820001, 'market_value': 12193703.5}}"
2023-08-07T00:00:00,24942028.696319997,4918452.486319996,14942028.696320001,149.4202869632,20,{},5,"{'SBER': {'quantity': 12872.0, 'average_price': 133.5296918893723, 'current_price': 203.07, 'unrealized_pnl': 895122.8459999999, 'market_value': 2613917.04}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 6331.14, 'unrealized_pnl': 961463.5920000002, 'market_value': 2519793.72}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1498.56, 'unrealized_pnl': 885308.0444999998, 'market_value': 2629972.8}, 'GAZP': {'quantity': 205.0, 'average_price': 203.5618682926829, 'current_price': 152.17, 'unrealized_pnl': -10535.332999999999, 'market_value': 31194.85}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 101.34, 'unrealized_pnl': 12210669.546820002, 'market_value': 12228697.8}}"
2023-08-08T00:00:00,25535147.926319994,4918452.486319996,15535147.92632,155.3514792632,20,{},5,"{'SBER': {'quantity': 12872.0, 'average_price': 133.5296918893723, 'current_price': 209.89, 'unrealized_pnl': 982909.8859999995, 'market_value': 2701704.0799999996}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 6080.97, 'unrealized_pnl': 861895.932, 'market_value': 2420226.06}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1549.78, 'unrealized_pnl': 975199.1444999999, 'market_value': 2719863.9}, 'GAZP': {'quantity': 205.0, 'average_price': 203.5618682926829, 'current_price': 150.94, 'unrealized_pnl': -10787.482999999997, 'market_value': 30942.7}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 105.61, 'unrealized_pnl': 12725930.44682, 'market_value': 12743958.7}}"
2023-08-09T00:00:00,25372791.856319997,4918452.486319996,15372791.856320001,153.7279185632,20,{},5,"{'SBER': {'quantity': 12872.0, 'average_price': 133.5296918893723, 'current_price': 202.36, 'unrealized_pnl': 885983.7260000003, 'market_value': 2604777.9200000004}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 6211.1, 'unrealized_pnl': 913687.6720000003, 'market_value': 2472017.8000000003}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1532.91, 'unrealized_pnl': 945592.2945000003, 'market_value': 2690257.0500000003}, 'GAZP': {'quantity': 205.0, 'average_price': 203.5618682926829, 'current_price': 159.14, 'unrealized_pnl': -9106.483, 'market_value': 32623.699999999997}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 104.87, 'unrealized_pnl': 12636634.646820001, 'market_value': 12654662.9}}"
2023-08-10T00:00:00,25025572.606319997,4918452.486319996,15025572.606320001,150.2557260632,20,{},5,"{'SBER': {'quantity': 12872.0, 'average_price': 133.5296918893723, 'current_price': 199.4, 'unrealized_pnl': 847882.6060000001, 'market_value': 2566676.8000000003}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 6194.44, 'unrealized_pnl': 907056.9919999996, 'market_value': 2465387.1199999996}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1503.89, 'unrealized_pnl': 894662.1945000002, 'market_value': 2639326.95}, 'GAZP': {'quantity': 205.0, 'average_price': 203.5618682926829, 'current_price': 156.39, 'unrealized_pnl': -9670.233, 'market_value': 32059.949999999997}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 102.79, 'unrealized_pnl': 12385641.046820002, 'market_value': 12403669.3}}"
2023-08-11T00:00:00,24869666.996319998,4922410.506319996,14869666.996320002,148.6966699632,20,{},5,"{'SBER': {'quantity': 12872.0, 'average_price': 133.5296918893723, 'current_price': 207.5, 'unrealized_pnl': 952145.8059999999, 'market_value': 2670940.0}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 5982.23, 'unrealized_pnl': 822597.412, 'market_value': 2380927.54}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1530.16, 'unrealized_pnl': 940766.0445000003, 'market_value': 2685430.8000000003}, 'GAZP': {'quantity': 185.0, 'average_price': 204.17385405405406, 'current_price': 153.09, 'unrealized_pnl': -9450.512999999999, 'market_value': 28321.65}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 100.95, 'unrealized_pnl': 12163608.246820001, 'market_value': 12181636.5}}"
2023-08-12T00:00:00,24876809.20432,4925972.724319996,14876809.20432,148.7680920432,20,{},5,"{'SBER': {'quantity': 12872.0, 'average_price': 133.5296918893723, 'current_price': 202.12, 'unrealized_pnl': 882894.446, 'market_value': 2601688.64}, 'LKOH': {'quantity': 398.0, 'average_price': 3915.4023316582916, 'current_price': 6159.11, 'unrealized_pnl': 892995.6519999998, 'market_value': 2451325.78}, 'NVTK': {'quantity': 1755.0, 'average_price': 994.1109717948718, 'current_price': 1552.56, 'unrealized_pnl': 980078.0444999998, 'market_value': 2724742.8}, 'GAZP': {'quantity': 167.0, 'average_price': 204.84997005988023, 'current_price': 151.08, 'unrealized_pnl': -8979.585, 'market_value': 25230.36}, 'MGNT': {'quantity': 120670.0, 'average_price': 0.14940128598657432, 'current_price': 100.67, 'unrealized_pnl': 12129820.646820001, 'market_value': 12147848.9}}"
